,Input.save_dir,ocr,boundingBoxes
91,data/anat-1/AnatomyPhysiology/22/slide_017.jpg,chemical synapses cont synaptic delay time needed for neurotransmitter to be released diffuse across synapse and bind to receptors can take anywhere from to ms synaptic delay is ratelimiting step of neural transmission transmission of ap down axon can be very quick but synapse slows transmission to postsynaptic neuron down significantly not noticeable because these are still very fast i pearson education inc,[]
92,data/anat-1/AnatomyPhysiology/13/slide_016.jpg,figure a muscles response to changes in stimulation frequency tension stimuli time ms c high stimulation frequency fused complete tetanus at higher stimulus frequencies there is no relaxation at all between stimuli this is fused complete tetanus pearson education inc,"[{""height"":1037,""label"":""Diagram"",""left"":9,""top"":2,""width"":1792}]"
93,data/dental/OperativeDentistryNBDEPartII/1/slide_012.jpg,caries multifactorial transmissible infectious dynamic oral disease result of interaction of cariogenic oral flora biofilm with fermentable dietary carbohydrates sugar on the tooth surface host over timemodeled by modified keyesjordan diagram balance between demineralization and remineralization pathologic and protective factors,"[{""height"":309,""label"":""Diagram"",""left"":440,""top"":370,""width"":497},{""height"":320,""label"":""Diagram"",""left"":61,""top"":366,""width"":321}]"
94,data/bio-4/unordered/MoQWPwzTzFE/slide_043.jpg,figure molecular structure of ona hydrogen bond nucleotides d deoxyribose sugarphosphate sugar backbone phosphate adenine a thymine c guanine g education ie,"[{""height"":474,""label"":""Diagram"",""left"":13,""top"":6,""width"":543}]"
95,data/anat-1/AnatomyPhysiology/22/slide_022.jpg,inhibitory synapses and ipsps neurotransmitter binding to receptor opens chemically gated channels that allow entranceexit of ions that cause hyperpolarization makes postsynaptic membrane more permeable to k or if kt channels open it moves out of cell if cl channels open it moves into cell reduces postsynaptic neurons ability to produce an action potential moves neuron farther away from threshold makes it more negative pearson education inc,[]
96,data/bio-1/unordered/uM1JOFaATP4/slide_014.jpg,figure nutritional mode the broad surface of many leaves left enhances light capture for photosynthesis when hunting a bobcat relies on stealth speed and sha claws right education inc,"[{""height"":691,""label"":""Diagram"",""left"":165,""top"":3,""width"":917}]"
97,data/anat-1/AnatomyPhysiology/26/slide_070.jpg,microscopic anatomy cont intercellular space between cells has connective tissue matrix endomysium contains numerous capillaries connects cardiac muscle to cardiac skeleton giving cells something to pull against h pearson education inc,[]
98,data/bio-4/unordered/MoQWPwzTzFE/slide_031.jpg,figure mitochondria mitochondrial membrane mitochondrial inner mitochondrial membrane cristae b education ie,"[{""height"":453,""label"":""Diagram"",""left"":11,""top"":6,""width"":505}]"
99,data/anat-1/AnatomyPhysiology/13/slide_011.jpg,graded muscle responses cont muscle response to changes in stimulus frequency single stimulus results in single contractile response ie muscle twitch pearson education inc,[]
100,data/dental/OperativeDentistryNBDEPartII/1/slide_015.jpg,progress of lesions intact surface is essential for remineralization cavitation is an irreversible process that requires restorative treatment may take years to form an actual enamel cavitation cavity enamel demineralization dentin demineralization enamel cavitation dentin cavitation,"[{""height"":259,""label"":""Diagram"",""left"":33,""top"":438,""width"":897}]"
101,data/bio-1/unordered/uM1JOFaATP4/slide_013.jpg,figure environmental response the floral head of a sunflower left and an insects eyes right both contain photoreceptors that detect light pearson education inc,"[{""height"":700,""label"":""Diagram"",""left"":164,""top"":3,""width"":817}]"
102,data/anat-1/AnatomyPhysiology/13/slide_018.jpg,figure relationship between stimulus intensity graph at top and muscle tension tracing below pearson education inc stimulus strength maximal stimulus threshold stimulus stimulus voltage stimuli to nerve proportion of motor units excited ed sd vw vw bw strength of muscle contraction maximal contraction tension time ms,"[{""height"":1049,""label"":""Diagram"",""left"":10,""top"":1,""width"":1488}]"
103,data/anat-1/AnatomyPhysiology/22/slide_025.jpg,integration and modification of synaptic events cont temporal summation one or more presynaptic neurons transmit impulses in rapidfire order first impulse produces epsp and before it can dissipate another epsp is triggered adding on top of first impulse spatial summation postsynaptic neuron is stimulated by large number of terminals simultaneously many receptors are activated each producing epsps which can then add together pearson education inc,[]
104,data/dental/OperativeDentistryNBDEPartII/1/slide_004.jpg,sugar acid cariogenic bacteria gerd fermentation fooddrinks demineralization hydroxyapatite,"[{""height"":496,""label"":""Diagram"",""left"":32,""top"":82,""width"":856}]"
105,data/bio-4/unordered/MoQWPwzTzFE/slide_036.jpg,figure cytoskeletal elements c microtubules hollow tubes of spherical protein subunits called tubulins tubulin subunits appear as gold networks surrounding the cells pink nuclei in this photo education ie,"[{""height"":457,""label"":""Image"",""left"":11,""top"":3,""width"":460}]"
106,data/anat-1/AnatomyPhysiology/26/slide_077.jpg,how does the physiology of skeletal and cardiac muscle differ cont the heart relies almost exclusively on aerobic respiration cardiac muscle has more mitochondria than skeletal muscle so has greater dependence on oxygen cannot function without oxygen skeletal muscle can go through fermentation when oxygen not present both types of tissues can use other fuel sources cardiac is more adaptable to other fuels including lactic acid but must have oxygen pearson education inc,[]
107,data/bio-1/unordered/LySL-0ONA5g/slide_031.jpg,concept check a person can acquire toxoplasmosis from a pseudocysts in raw meat b oocysts in the air c cleaning out the cat litter box d all of these,[]
108,data/anat-1/AnatomyPhysiology/22/slide_059.jpg,figure a simple reflex arc stimulus interneuron receptor sensory neuron integration center spinal cord cns response pearson education inc,"[{""height"":885,""label"":""Diagram"",""left"":9,""top"":1,""width"":1724}]"
109,data/dental/OperativeDentistryNBDEPartII/1/slide_003.jpg,carbonatesubstituted hydroxyapatite carbonate substitution increases solubility of hydroxyapatite easier to decay,"[{""height"":402,""label"":""Diagram"",""left"":246,""top"":313,""width"":390}]"
110,data/bio-4/unordered/MoQWPwzTzFE/slide_013.jpg,the plasma membrane to location at the interface of cell s exterior and interior provides barrier against substances outside cell some plasma membranes act as receptors determines which substances enter or leave the cell membrane is selectively permeable education ie,[]
111,data/anat-1/AnatomyPhysiology/26/slide_005.jpg,the pulmonary and systemic circuits heart is a transport system consisting of two sidebyside pumps right side receives oxygenpoor blood from tissues pumps blood to lungs to get rid of co pick up o via pulmonary circuit left side receives oxygenated blood from lungs pumps blood to body tissues via systemic circuit pearson education inc,[]
112,data/anat-1/AnatomyPhysiology/22/slide_057.jpg,patterns of neural processing serial processing input travels along one pathway to a specific destination one neuron stimulates next one which stimulates next one etc system works in allornone manner to produce specific anticipated response best example of serial processing is a spinal reflex pearson education inc,[]
113,data/anat-1/AnatomyPhysiology/13/slide_024.jpg,isotonic and isometric contractions cont isometric contractions load is greater than the maximum tension muscle can generate so muscle neither shortens nor lengthens pearson education inc,[]
114,data/bio-1/unordered/LySL-0ONA5g/slide_036.jpg,antihelminth drugs copyright the mcgrawhill companies inc permission required for reproduction or display therapeutic agents and indications for their use drug albendazole diethylcarbamazine metrifonate niclosamide niridazole piperazine praziquantel pyrantel thiabendazole effect blocks key step in worm metabolism unknown but kills microfilariae blocks nerve transmission blocks key step in worm metabolism paralyzes worm inhibits atp formation in won but not eggs stroys proglottids alters worm metabolism paralyzes worm so it can be expelled in fe interferes with worm metabolism paralyzes worm so it can be expelled in feces n blocks key step in wor used for filariasis ascariasis strongyloidiasis and some adult worms filariasis loiasis onchocerciasis ascariasis whipworm ascariasis hookworm tr schistosomiasis tapeworm schistosomiasis eariasis pinworm hookworm schistosomiasis other flukes tapeworm pinworm hookworm trichinosis strongyloidiasis guinea worm hookwor trichinosis,"[{""height"":407,""label"":""Table"",""left"":166,""top"":161,""width"":945}]"
115,data/bio-4/unordered/MoQWPwzTzFE/slide_014.jpg,membrane transport simple diffusiontendency of molecules to move down their concentration gradient osmosisdiffusion of water mole a membrane,[]
116,data/dental/OperativeDentistryNBDEPartII/1/slide_000.jpg,operative dentistry items dentalcaries treatment plan,"[{""height"":177,""label"":""Table"",""left"":3,""top"":543,""width"":961},{""height"":317,""label"":""Image"",""left"":14,""top"":116,""width"":425}]"
